Movie Report
------------

Frame #    Frame Bytes    Total Bytes    Page
 1352             2          83741          208
 1353             2          83743          209
 1354             2          83745          210
 1355            16          83761          211
 1356            16          83777          212
 1357            24          83801          213
 1358            18          83819          214
 1359             2          83821          215
 1360           125          83946          216
 1361            54          84000          217
 1362            98          84098          218
 1363             2          84100          219
 1364             2          84102          220
 1365             2          84104          221
 1366             2          84106          222
 1367             2          84108          223
 1368             2          84110          224
 1369             2          84112          225
 1370             2          84114          226
 1371             2          84116          227
 1372          9309          93425        world1
 1373            12          93437          2
 1374            12          93449          3
 1375            12          93461          4
 1376            12          93473          5
 1377            12          93485          6
 1378            25          93510          7
 1379           496          94006        level3_1
 1380             2          94008          2
 1381             2          94010          3
 1382             2          94012          4
 1383             2          94014          5
 1384             2          94016          6
 1385             2          94018          7
 1386             2          94020          8
 1387             2          94022          9
 1388             2          94024          10
 1389             2          94026          11
 1390            34          94060          12
 1391            23          94083          13
 1392            23          94106          14
 1393            13          94119          15
 1394             2          94121          16
 1395            14          94135          17
 1396             2          94137          18
 1397             2          94139          19
 1398             2          94141          20
 1399             2          94143          21
 1400            10          94153          22
 1401             2          94155          23
 1402             2          94157          24
 1403             2          94159          25
 1404             2          94161          26
 1405             2          94163          27
 1406          1065          95228          28
 1407            22          95250          29
 1408            22          95272          30
 1409           351          95623          31
 1410             2          95625          32
 1411             2          95627          33
 1412             2          95629          34
 1413             2          95631          35
 1414             2          95633          36
 1415            16          95649          37
 1416            17          95666          38
 1417            25          95691          39
 1418            18          95709          40
 1419             2          95711          41
 1420             2          95713          42
 1421             2          95715          43
 1422            26          95741          44
 1423            22          95763          45
 1424            22          95785          46
 1425           351          96136          47
 1426             2          96138          48
 1427             2          96140          49
 1428             2          96142          50
 1429             2          96144          51
 1430             2          96146          52
 1431            16          96162          53
 1432            17          96179          54
 1433            25          96204          55
 1434            18          96222          56
 1435             2          96224          57
 1436             2          96226          58
 1437             2          96228          59
 1438            26          96254          60
 1439            22          96276          61
 1440            22          96298          62
 1441           351          96649          63
 1442             2          96651          64
 1443             2          96653          65
 1444             2          96655          66
 1445             2          96657          67
 1446             2          96659          68
 1447            16          96675          69
 1448            16          96691          70
 1449            24          96715          71
 1450            18          96733          72
 1451             2          96735          73
 1452             2          96737          74
 1453             2          96739          75
 1454            26          96765          76
 1455            22          96787          77
 1456            22          96809          78
 1457           351          97160          79
 1458             2          97162          80
 1459             2          97164          81
 1460             2          97166          82
 1461             2          97168          83
 1462             2          97170          84
 1463            16          97186          85
 1464            17          97203          86
 1465            25          97228          87
 1466            18          97246          88
 1467             2          97248          89
 1468             2          97250          90
 1469             2          97252          91
 1470            26          97278          92
 1471            22          97300          93
 1472            22          97322          94
 1473           351          97673          95
 1474             2          97675          96
 1475             2          97677          97
 1476             2          97679          98
 1477             2          97681          99
 1478            24          97705          100
 1479            16          97721          101
 1480            16          97737          102
 1481            24          97761          103
 1482            18          97779          104
 1483             2          97781          105
 1484             2          97783          106
 1485             2          97785          107
 1486            26          97811          108
 1487            22          97833          109
 1488            22          97855          110
 1489           351          98206          111
 1490             2          98208          112
 1491             2          98210          113
 1492             2          98212          114
 1493             2          98214          115
 1494            24          98238          116
 1495            16          98254          117
 1496            17          98271          118
 1497            25          98296          119
 1498            18          98314          120
 1499             2          98316          121
 1500            26          98342          122
 1501            22          98364          123
 1502            22          98386          124
 1503           351          98737          125
 1504             2          98739          126
 1505             2          98741          127
 1506             2          98743          128
 1507             2          98745          129
 1508            24          98769          130
 1509            16          98785          131
 1510            16          98801          132
 1511            24          98825          133
 1512            18          98843          134
 1513             2          98845          135
 1514             2          98847          136
 1515             2          98849          137
 1516            26          98875          138
 1517            22          98897          139
 1518            22          98919          140
 1519           351          99270          141
 1520             2          99272          142
 1521             2          99274          143
 1522             2          99276          144
 1523             2          99278          145
 1524            24          99302          146
 1525            16          99318          147
 1526            17          99335          148
 1527            25          99360          149
 1528            18          99378          150
 1529             2          99380          151
 1530             2          99382          152
 1531             2          99384          153
 1532            26          99410          154
 1533            22          99432          155
 1534            22          99454          156
 1535           351          99805          157
 1536             2          99807          158
 1537             2          99809          159
 1538             2          99811          160
 1539             2          99813          161
 1540            24          99837          162
 1541            16          99853          163
 1542            17          99870          164
 1543            25          99895          165
 1544            18          99913          166
 1545             2          99915          167
 1546             2          99917          168
 1547             2          99919          169
 1548            26          99945          170
 1549            22          99967          171
 1550            22          99989          172
 1551           351         100340          173
 1552             2         100342          174
 1553             2         100344          175
 1554             2         100346          176
 1555             2         100348          177
 1556            24         100372          178
 1557            16         100388          179
 1558            17         100405          180
 1559            25         100430          181
 1560            18         100448          182
 1561             2         100450          183
 1562             2         100452          184
 1563             2         100454          185
 1564            26         100480          186
 1565            22         100502          187
 1566            22         100524          188
 1567           351         100875          189
 1568             2         100877          190
 1569             2         100879          191
 1570             2         100881          192
 1571             2         100883          193
 1572            24         100907          194
 1573            16         100923          195
 1574            16         100939          196
 1575            24         100963          197
 1576            18         100981          198
 1577             2         100983          199
 1578             2         100985          200
 1579             2         100987          201
 1580            26         101013          202
 1581            22         101035          203
 1582            22         101057          204
 1583           351         101408          205
 1584             2         101410          206
 1585             2         101412          207
 1586             2         101414          208
 1587             2         101416          209
 1588            24         101440          210
 1589            16         101456          211
 1590            17         101473          212
 1591            25         101498          213
 1592            18         101516          214
 1593             2         101518          215
 1594          1871         103389          216
 1595           143         103532          217
 1596            98         103630          218
 1597             2         103632          219
 1598             2         103634          220
 1599             2         103636          221
 1600             2         103638          222
 1601             2         103640          223
 1602             2         103642          224
 1603             2         103644          225
 1604             2         103646          226
 1605             2         103648          227
 1606           440         104088        world2
 1607            12         104100          2
 1608            12         104112          3
 1609            12         104124          4
 1610            12         104136          5
 1611            12         104148          6
 1612            25         104173          7
 1613           507         104680        LEVEL3_2
 1614             2         104682          2
 1615             2         104684          3
 1616             2         104686          4
 1617             2         104688          5
 1618             2         104690          6
 1619             2         104692          7
 1620             2         104694          8
 1621             2         104696          9
 1622             2         104698          10
 1623             2         104700          11
 1624            34         104734          12
 1625            23         104757          13
 1626            23         104780          14
 1627            13         104793          15
 1628             2         104795          16
 1629            14         104809          17
 1630             2         104811          18
 1631             2         104813          19
 1632             2         104815          20
 1633             2         104817          21
 1634            10         104827          22
 1635             2         104829          23
 1636             2         104831          24
 1637             2         104833          25
 1638             2         104835          26
 1639             2         104837          27
 1640            26         104863          28
 1641            22         104885          29
 1642            22         104907          30
 1643           351         105258          31
 1644             2         105260          32
 1645             2         105262          33
 1646             2         105264          34
 1647             2         105266          35
 1648             2         105268          36
 1649            16         105284          37
 1650            17         105301          38
 1651            25         105326          39
 1652            18         105344          40
 1653             2         105346          41
 1654             2         105348          42
 1655             2         105350          43
 1656            26         105376          44
 1657            22         105398          45
 1658            22         105420          46
 1659           351         105771          47
 1660             2         105773          48
 1661             2         105775          49
 1662             2         105777          50
 1663             2         105779          51
 1664             2         105781          52
 1665            16         105797          53
 1666            17         105814          54
 1667            25         105839          55
 1668            18         105857          56
 1669             2         105859          57
 1670             2         105861          58
 1671             2         105863          59
 1672            26         105889          60
 1673            22         105911          61
 1674            22         105933          62
 1675           351         106284          63
 1676             2         106286          64
 1677             2         106288          65
 1678             2         106290          66
 1679             2         106292          67
 1680             2         106294          68
 1681            16         106310          69
 1682            17         106327          70
 1683            25         106352          71
 1684            18         106370          72
 1685             2         106372          73
 1686             2         106374          74
 1687             2         106376          75
 1688            26         106402          76
 1689            22         106424          77
 1690            22         106446          78
 1691           351         106797          79
 1692             2         106799          80
 1693             2         106801          81
 1694             2         106803          82
 1695             2         106805          83
 1696            24         106829          84
 1697            16         106845          85
 1698            17         106862          86
 1699            25         106887          87
 1700            18         106905          88
 1701             2         106907          89
 1702             2         106909          90
 1703             2         106911          91
 1704            26         106937          92
 1705            22         106959          93
 1706            22         106981          94
 1707           351         107332          95
 1708             2         107334          96
 1709             2         107336          97
 1710             2         107338          98
 1711             2         107340          99
 1712            24         107364          100
 1713            16         107380          101
 1714            16         107396          102
 1715            24         107420          103
 1716            18         107438          104
 1717             2         107440          105
 1718             2         107442          106
 1719             2         107444          107
 1720            26         107470          108
 1721            22         107492          109
 1722            22         107514          110
 1723           351         107865          111
 1724             2         107867          112
 1725             2         107869          113
 1726             2         107871          114
 1727             2         107873          115
 1728            24         107897          116
 1729            16         107913          117
 1730            17         107930          118
 1731            25         107955          119
 1732            18         107973          120
 1733             2         107975          121
 1734            26         108001          122
 1735            22         108023          123
 1736            22         108045          124
 1737           351         108396          125
 1738             2         108398          126
 1739             2         108400          127
 1740             2         108402          128
 1741             2         108404          129
 1742            24         108428          130
 1743            16         108444          131
 1744            16         108460          132
 1745            24         108484          133
 1746            18         108502          134
 1747             2         108504          135
 1748             2         108506          136
 1749             2         108508          137
 1750            26         108534          138
 1751            22         108556          139
 1752            22         108578          140
 1753           351         108929          141
 1754             2         108931          142
 1755             2         108933          143
 1756             2         108935          144
 1757             2         108937          145
 1758            24         108961          146
 1759            16         108977          147
 1760            17         108994          148
 1761            25         109019          149
 1762            18         109037          150
 1763             2         109039          151
 1764             2         109041          152
 1765             2         109043          153
 1766            26         109069          154
 1767            22         109091          155
 1768            22         109113          156
 1769           351         109464          157
 1770             2         109466          158
 1771             2         109468          159
 1772             2         109470          160
 1773             2         109472          161
 1774             2         109474          162
 1775            16         109490          163
 1776            17         109507          164
 1777            25         109532          165
 1778            18         109550          166
 1779             2         109552          167
 1780             2         109554          168
 1781             2         109556          169
 1782            26         109582          170
 1783            22         109604          171
 1784            22         109626          172
 1785           351         109977          173
 1786             2         109979          174
 1787             2         109981          175
 1788             2         109983          176
 1789             2         109985          177
 1790            24         110009          178
 1791            16         110025          179
 1792            17         110042          180
 1793            25         110067          181
 1794            18         110085          182
 1795             2         110087          183
 1796             2         110089          184
 1797             2         110091          185
 1798            26         110117          186
 1799            22         110139          187
 1800            22         110161          188
 1801           351         110512          189
 1802             2         110514          190
 1803             2         110516          191
 1804             2         110518          192
 1805             2         110520          193
 1806            24         110544          194
 1807            16         110560          195
 1808            16         110576          196
 1809            24         110600          197
 1810            18         110618          198
 1811             2         110620          199
 1812             2         110622          200
 1813             2         110624          201
 1814            26         110650          202
 1815            22         110672          203
 1816            22         110694          204
 1817           351         111045          205
 1818             2         111047          206
 1819             2         111049          207
 1820             2         111051          208
 1821             2         111053          209
 1822            24         111077          210
 1823            16         111093          211
 1824            17         111110          212
 1825            25         111135          213
 1826            18         111153          214
 1827             2         111155          215
 1828            27         111182          216
 1829           143         111325          217
 1830            98         111423          218
 1831             2         111425          219
 1832             2         111427          220
 1833             2         111429          221
 1834             2         111431          222
 1835             2         111433          223
 1836             2         111435          224
 1837             2         111437          225
 1838             2         111439          226
 1839             2         111441          227
 1840           451         111892        world3
 1841            12         111904          2
 1842            12         111916          3
 1843            12         111928          4
 1844            12         111940          5
 1845            12         111952          6
 1846            25         111977          7
 1847           518         112495        LEVEL3_3
 1848             2         112497          2
 1849             2         112499          3
 1850             2         112501          4
 1851             2         112503          5
 1852             2         112505          6
 1853             2         112507          7
 1854             2         112509          8
 1855             2         112511          9
 1856             2         112513          10
 1857             2         112515          11
 1858            34         112549          12
 1859            23         112572          13
 1860            23         112595          14
 1861            13         112608          15
 1862             2         112610          16
 1863            14         112624          17
 1864             2         112626          18
 1865             2         112628          19
 1866             2         112630          20
 1867             2         112632          21
 1868            10         112642          22
 1869             2         112644          23
 1870             2         112646          24
 1871             2         112648          25
 1872             2         112650          26
 1873             2         112652          27
 1874            26         112678          28
 1875            22         112700          29
 1876            22         112722          30
 1877           351         113073          31
 1878             2         113075          32
 1879             2         113077          33
 1880             2         113079          34
 1881             2         113081          35
 1882             2         113083          36
 1883            16         113099          37
 1884            17         113116          38
 1885            25         113141          39
 1886            18         113159          40
 1887             2         113161          41
 1888             2         113163          42
 1889             2         113165          43
 1890            26         113191          44
 1891            22         113213          45
 1892            22         113235          46
 1893           351         113586          47
 1894             2         113588          48
 1895             2         113590          49
 1896             2         113592          50
 1897             2         113594          51
 1898           351         113945          52
 1899            16         113961          53
 1900            17         113978          54
 1901            25         114003          55
 1902            18         114021          56
 1903             2         114023          57
 1904             2         114025          58
 1905             2         114027          59
 1906            26         114053          60
 1907            22         114075          61
 1908            22         114097          62
 1909           351         114448          63
 1910             2         114450          64
 1911             2         114452          65
 1912             2         114454          66
 1913             2         114456          67
 1914            24         114480          68
 1915            16         114496          69
 1916            16         114512          70
 1917            24         114536          71
 1918            18         114554          72
 1919             2         114556          73
 1920             2         114558          74
 1921             2         114560          75
 1922            26         114586          76
 1923            22         114608          77
 1924            22         114630          78
 1925           351         114981          79
 1926             2         114983          80
 1927             2         114985          81
 1928             2         114987          82
 1929             2         114989          83
 1930            24         115013          84
 1931            16         115029          85
 1932            17         115046          86
 1933            25         115071          87
 1934            18         115089          88
 1935             2         115091          89
 1936             2         115093          90
 1937             2         115095          91
 1938            26         115121          92
 1939            22         115143          93
 1940            22         115165          94
 1941           351         115516          95
 1942             2         115518          96
 1943             2         115520          97
 1944             2         115522          98
 1945             2         115524          99
 1946            24         115548          100
 1947            16         115564          101
 1948            16         115580          102
 1949            24         115604          103
 1950            18         115622          104
 1951             2         115624          105
 1952             2         115626          106
 1953             2         115628          107
 1954            26         115654          108
 1955            22         115676          109
 1956            22         115698          110
 1957           351         116049          111
 1958             2         116051          112
 1959             2         116053          113
 1960             2         116055          114
 1961             2         116057          115
 1962            24         116081          116
 1963            16         116097          117
 1964            17         116114          118
 1965            25         116139          119
 1966            18         116157          120
 1967             2         116159          121
 1968            26         116185          122
 1969            22         116207          123
 1970            22         116229          124
 1971           351         116580          125
 1972             2         116582          126
 1973             2         116584          127
 1974             2         116586          128
 1975             2         116588          129
 1976            24         116612          130
 1977            16         116628          131
 1978            16         116644          132
 1979            24         116668          133
 1980            18         116686          134
 1981             2         116688          135
 1982             2         116690          136
 1983             2         116692          137
 1984            26         116718          138
 1985            22         116740          139
 1986            22         116762          140
 1987           351         117113          141
 1988             2         117115          142
 1989             2         117117          143
 1990             2         117119          144
 1991             2         117121          145
 1992            24         117145          146
 1993            16         117161          147
 1994            17         117178          148
 1995            25         117203          149
 1996            18         117221          150
 1997             2         117223          151
 1998             2         117225          152
 1999             2         117227          153
 2000            26         117253          154
 2001            22         117275          155
 2002            22         117297          156
 2003           351         117648          157
 2004             2         117650          158
 2005             2         117652          159
 2006             2         117654          160
 2007             2         117656          161
 2008            24         117680          162
 2009            16         117696          163
 2010            17         117713          164
 2011            25         117738          165
 2012            18         117756          166
 2013             2         117758          167
 2014             2         117760          168
 2015             2         117762          169
 2016            26         117788          170
 2017            22         117810          171
 2018            22         117832          172
 2019           351         118183          173
 2020             2         118185          174
 2021             2         118187          175
 2022             2         118189          176
 2023             2         118191          177
 2024            24         118215          178
 2025            16         118231          179
 2026            17         118248          180
 2027            25         118273          181
 2028            18         118291          182
 2029             2         118293          183
 2030             2         118295          184
 2031             2         118297          185
 2032            26         118323          186
 2033            22         118345          187
 2034            22         118367          188
 2035           351         118718          189
 2036             2         118720          190
 2037             2         118722          191
 2038             2         118724          192
 2039             2         118726          193
 2040            24         118750          194
 2041            16         118766          195
 2042            16         118782          196
 2043            24         118806          197
 2044            18         118824          198
 2045             2         118826          199
 2046             2         118828          200
 2047             2         118830          201
 2048            26         118856          202
 2049            22         118878          203
 2050            22         118900          204
 2051           351         119251          205
 2052             2         119253          206
 2053             2         119255          207
 2054             2         119257          208
 2055             2         119259          209
 2056            24         119283          210
 2057            16         119299          211
 2058            17         119316          212
 2059            25         119341          213
 2060            18         119359          214
 2061             2         119361          215
 2062            27         119388          216
 2063            54         119442          217
 2064            98         119540          218
 2065             2         119542          219
 2066             2         119544          220
 2067             2         119546          221
 2068             2         119548          222
 2069             2         119550          223
 2070             2         119552          224
 2071             2         119554          225
 2072             2         119556          226
 2073             2         119558          227
 2074           625         120183        victory1
 2075            12         120195          2
 2076            12         120207          3
 2077            12         120219          4
 2078            12         120231          5
 2079            12         120243          6
 2080            54         120297          7
 2081            44         120341          8
 2082            42         120383          9
 2083            42         120425          10
 2084            40         120465          11
 2085            34         120499          12
 2086            40         120539          13
 2087            41         120580          14
 2088            42         120622          15
 2089            40         120662          16
 2090            32         120694          17
 2091            24         120718          18
 2092            28         120746          19
 2093            24         120770          20
 2094            24         120794          21
 2095            24         120818          22
 2096            24         120842          23
 2097            24         120866          24
 2098            24         120890          25
 2099            24         120914          26
 2100           585         121499          27
 2101             2         121501          28
 2102             2         121503          29
 2103             2         121505          30
 2104             2         121507          31
 2105             2         121509          32
 2106             2         121511          33
 2107             2         121513          34
 2108             2         121515          35
 2109             2         121517          36
 2110             2         121519          37
 2111             2         121521          38
 2112             2         121523          39
 2113             2         121525          40
 2114           274         121799          41
 2115            16         121815          42
 2116            16         121831          43
 2117            16         121847          44
 2118            17         121864          45
 2119            17         121881          46
 2120            17         121898          47
 2121            17         121915          48
 2122            17         121932          49
 2123            17         121949          50
 2124            82         122031          51
 2125             2         122033          52
 2126          6081         128114          53
 2127            23         128137          54
 2128            23         128160          55
 2129            23         128183          56
 2130            13         128196          57
 2131             2         128198          58
 2132             2         128200          59
 2133             2         128202          60
 2134             2         128204          61
 2135             2         128206          62
 2136             2         128208          63
 2137             2         128210          64
 2138            38         128248          65
 2139           487         128735        victory2
 2140            12         128747          2
 2141            12         128759          3
 2142            12         128771          4
 2143            12         128783          5
 2144            12         128795          6
 2145            54         128849          7
 2146            44         128893          8
 2147            42         128935          9
 2148            42         128977          10
 2149            40         129017          11
 2150            34         129051          12
 2151            40         129091          13
 2152            41         129132          14
 2153            42         129174          15
 2154            40         129214          16
 2155            32         129246          17
 2156            24         129270          18
 2157            28         129298          19
 2158            24         129322          20
 2159            24         129346          21
 2160            24         129370          22
 2161            24         129394          23
 2162            24         129418          24
 2163            24         129442          25
 2164            24         129466          26
 2165            24         129490          27
 2166             2         129492          28
 2167             2         129494          29
 2168             2         129496          30
 2169             2         129498          31
 2170             2         129500          32
 2171             2         129502          33
 2172             2         129504          34
 2173             2         129506          35
 2174             2         129508          36
 2175             2         129510          37
 2176             2         129512          38
 2177             2         129514          39
 2178             2         129516          40
 2179            27         129543          41
 2180            16         129559          42
 2181            16         129575          43
 2182            16         129591          44
 2183            17         129608          45
 2184            17         129625          46
 2185            17         129642          47
 2186            17         129659          48
 2187            17         129676          49
 2188            17         129693          50
 2189            82         129775          51
 2190             2         129777          52
 2191          5493         135270          53
 2192            23         135293          54
 2193            23         135316          55
 2194            23         135339          56
 2195            13         135352          57
 2196             2         135354          58
 2197             2         135356          59
 2198             2         135358          60
 2199             2         135360          61
 2200             2         135362          62
 2201             2         135364          63
 2202             2         135366          64
 2203            38         135404          65
 2204           487         135891        victory3
 2205            12         135903          2
 2206            12         135915          3
 2207            12         135927          4
 2208            12         135939          5
 2209            12         135951          6
 2210            54         136005          7
 2211            44         136049          8
 2212            42         136091          9
 2213            42         136133          10
 2214            40         136173          11
 2215            34         136207          12
 2216            40         136247          13
 2217            41         136288          14
 2218            42         136330          15
 2219            40         136370          16
 2220            32         136402          17
 2221            24         136426          18
 2222            28         136454          19
 2223            24         136478          20
 2224            24         136502          21
 2225            24         136526          22
 2226            24         136550          23
 2227            24         136574          24
 2228            24         136598          25
 2229            24         136622          26
 2230            24         136646          27
 2231             2         136648          28
 2232             2         136650          29
 2233             2         136652          30
 2234             2         136654          31
 2235             2         136656          32
 2236             2         136658          33
 2237             2         136660          34
 2238             2         136662          35
 2239             2         136664          36
 2240             2         136666          37
 2241             2         136668          38
 2242             2         136670          39
 2243             2         136672          40
 2244            27         136699          41
 2245            16         136715          42
 2246            16         136731          43
 2247            16         136747          44
 2248            17         136764          45
 2249            17         136781          46
 2250            17         136798          47
 2251            17         136815          48
 2252            17         136832          49
 2253            17         136849          50
 2254            82         136931          51
 2255             2         136933          52
 2256          5669         142602          53
 2257            23         142625          54
 2258            23         142648          55
 2259            23         142671          56
 2260            13         142684          57
 2261             2         142686          58
 2262             2         142688          59
 2263             2         142690          60
 2264             2         142692          61
 2265             2         142694          62
 2266             2         142696          63
 2267             2         142698          64
 2268            38         142736          65
 2269            73         142809        cuttoBegin
 2270            37         142846          2
 2271            37         142883          3
 2272            37         142920          4
 2273            37         142957          5
 2274            36         142993          6
 2275            36         143029          7
 2276            37         143066          8
 2277            37         143103          9
 2278           523         143626          10
 2279            52         143678          11
 2280            81         143759          12
 2281            29         143788          13
 2282            13         143801          14
 2283            13         143814          15
 2284            13         143827          16
 2285            13         143840          17
 2286            34         143874          18

Page                       Shape Bytes    Text Bytes
-----------------------    -----------    ----------
loading                         476             0
intro                             0             0
gameplan                          0          1825
Scene 1                           0           147
Scene 2                           0             0
Scene 3                           0            83
LEVEL2_1                          0             0
LEVEL2_2                          0             0
LEVEL2_3                          0            83
world1                            0             0
level3_1                          0             0
world2                            0             0
LEVEL3_2                          0            77
world3                            0             0
LEVEL3_3                        132            75
victory1                          0             0
victory2                          0             0
victory3                        162             0
cuttoBegin                      189             0

Symbol                     Shape Bytes    Text Bytes
-----------------------    -----------    ----------
angle                           139             0
bar                              95             0
blacksquare                      41             0
block1                           96             0
circ                             69             0
colorhandle                     699             0
debri                             0             0
dropshad                         73             0
explocirc                        90             0
explosionmoov                     0             0
gameplan                       1348             0
go                                0             0
go1                             315             0
GRAPHIX                        1374             0
handle                            0             0
hyperspace                        0             0
lights                         2030             0
loading                           0             0
loadtext                        707             0
MANGRAPH                        210             0
mask                            223             0
mine                            723             0
moovierotate1                     0             0
no                                0             0
notext                          154             0
ovalblack                       247             0
playgame                       1346             0
ready                           362             0
rock                            100             0
starburst                       244             0
StarCorps                      1367             0
stars                           749             0
sttext                          984             0
Symbol 17                         0             0
target                          171             0
targetbut                         0             0
TARGETBUT2                        0             0
targetbut3                        0             0
targetmoov                        0             0
topangle                       1818             0
ufo                             525             0
ufomoov                           0             0
UFOSIDE                         233             0
welldone                       1844             0
winmessage1                    6018             0
winmessage2                    5430             0
winmessage3                    5606             0
world                            62             0
world1                         3227             0
world2                         2282             0
world3                         2113             0
world4                          958             0
yes                               0             0
yestext                           0             0

Event sounds:  5KHz Mono 3 bit ADPCM

Sound Name                 Bytes       Format
-----------------------    --------    --------
No                           1222         5KHz Mono 3 bit ADPCM
Ru_ready                     2376         5KHz Mono 3 bit ADPCM
Go                            958         5KHz Mono 3 bit ADPCM
Laser_1                      5419         5KHz Mono 3 bit ADPCM
Sf_pass                      2928         5KHz Mono 3 bit ADPCM
Beam Scan                    4280         5KHz Mono 3 bit ADPCM

Font Name                  Bytes       Characters
-----------------------    --------    -----------
Impact Italic                3998         -.12389:?ACDEFGHILMNORSTUVWYabcdefghiklmnoprstuvwy
